average_rtt,packet_loss,bits_per_second,bu_ratio,retransmits,cpu_host_total,cpu_host_system,bidirectional_duration_ms,src2dst_duration_ms,dst2src_duration_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,traffic_type,traffic_type_numeric
254.607,0.0,6891203.990118569,31.08796009881432,537,1.3912329487808195,1.046949185423351,1827,1827,1562,114.1875,135.74791281391157,436,228.375,156.1409047714824,461,223.1428571428572,176.96744387167993,506,low,1
257.965,0.0,6978163.452706458,30.218365472935417,673,1.40931445474948,0.886219093042922,1846,1846,1594,115.375,137.4243428217869,434,230.75,157.90571327762112,459,227.7142857142857,179.34112215339263,506,low,1
254.052,0.0,7103575.593263366,28.964244067366337,502,1.348453640247772,0.9951877574859193,1826,1826,1565,114.125,135.82139006798596,438,228.25,156.54004508203553,463,223.57142857142856,177.61837099322162,508,low,1
256.036,0.0,7079256.209134815,29.20743790865184,642,1.4124908516625083,0.9566846083160444,1813,1813,1560,113.3125,134.51578284102328,436,226.625,155.76258261487945,462,222.85714285714283,176.74409803576523,506,low,1
257.407,0.0,7050671.7499558255,29.493282500441737,649,1.429217236616729,0.9803327838647028,1845,1845,1593,115.3125,140.84919535919732,472,230.625,163.47995726868606,497,227.57142857142856,185.32121406075555,538,low,1
258.051,0.0,7126057.886800388,28.739421131996124,595,1.3910402583040162,0.8375371276249972,1813,1813,1561,113.3125,135.71279416473598,441,226.625,156.4608006590058,466,223.0,177.29166177046605,508,low,1
256.455,0.0,7044563.229471564,29.554367705284363,536,1.457288594209632,1.0787057127321535,1836,1836,1583,114.75,137.07978212218848,439,229.5,157.79009565151512,464,226.1428571428572,178.92869023853103,508,low,1
256.055,0.0,6653725.175339221,33.46274824660779,606,1.3553000748713862,0.9993841198935404,1837,1837,1585,114.8125,139.36485389078553,461,229.625,161.1325430463115,486,226.42857142857144,182.7829834738974,527,low,1
255.244,0.0,7051930.73555267,29.480692644473294,678,1.4463406618046948,0.9881423366712564,1819,1819,1565,113.6875,135.12498843663226,438,227.375,156.4096612836213,464,223.57142857142856,177.485076502089,508,low,1
255.24,0.0,7118355.42423875,28.81644575761252,649,1.4469093970849114,0.925907366493908,1837,1837,1583,114.8125,137.95903679474327,453,229.62500000000003,159.85166114691637,479,226.1428571428572,181.69519216848548,523,low,1
255.14,0.0,7057569.097943824,29.424309020561765,601,1.2807183026904747,0.838910663040583,1831,1831,1579,114.4375,136.90092220288366,446,228.875,158.3273620427896,472,225.57142857142856,180.08410733400578,517,low,1
256.266,0.0,6817482.4150595935,31.82517584940406,696,1.5012001225211524,0.8574022834439272,1834,1834,1581,114.625,135.93914079469533,435,229.25,157.1002864414957,461,225.85714285714283,177.7023996943847,507,low,1
256.266,0.0,6757972.693203701,32.420273067962995,647,1.604729379028808,1.120181648384733,1835,1835,1582,114.6875,136.37972417726422,437,229.375,156.50918503397813,462,226.0,177.78076386381065,507,low,1
254.961,0.0,6747142.280870089,32.52857719129911,691,1.6095327449841292,1.0169466090737709,1834,1834,1582,114.625,136.87311642539598,439,229.25,156.62306890840094,464,226.0,176.98870020427856,504,low,1
253.425,0.0,7061499.7713534525,29.38500228646548,674,1.514507127812595,0.9372754854208136,1828,1828,1575,114.25,135.51605070986977,434,228.5,156.49281133649558,460,225.0,177.18446132021094,505,low,1
256.738,0.0,6691260.817095995,33.087391829040044,692,1.983269840510852,1.4657076035584922,1836,1836,1581,114.75,138.6234708361707,459,229.5,160.61933703191357,484,225.8571428571429,182.63481647943303,529,low,1
255.73,0.0,6721284.02679678,32.787159732032194,708,1.4995702284561272,0.9536532719951912,1832,1832,1579,114.5,138.1945488553486,457,229.0,160.12405904708476,482,225.57142857142856,182.3137013893517,527,low,1
255.768,0.0,6848821.36440024,31.5117863559976,683,1.7318036300507318,1.1957846117727102,1832,1832,1580,114.5,136.6425995068888,439,229.0,156.68895484822335,464,225.7142857142857,177.47273432437848,506,low,1
254.765,0.0,7050728.62484188,29.492713751581206,554,1.5891086492458322,1.2389067964119806,1821,1821,1566,113.8125,135.47901128957207,437,227.625,156.20036354448274,462,223.7142857142857,177.16726022388588,506,low,1
254.475,0.0,7019890.662207741,29.801093377922584,542,1.5066829824176886,1.1235276870474848,1817,1817,1565,113.5625,135.37846640683543,438,227.125,156.25294282943003,463,223.57142857142856,177.7684422152004,509,low,1
256.036,0.0,6738787.477394622,32.61212522605378,553,1.5356539917658063,0.9071988995540484,1853,1853,1582,115.8125,139.3160525567675,455,231.625,160.5178561495796,480,226.0,182.1244995417512,525,low,1
255.245,0.0,6492802.133110188,35.07197866889811,2,1.7737282212747407,1.348667159666887,1831,1831,1579,114.4375,137.30257038137827,452,228.875,159.16427946352425,477,225.57142857142856,180.44745970582605,522,low,1
255.956,0.0,7144204.641151056,28.55795358848944,421,1.4925002474641746,1.0361734368108648,1834,1834,1581,114.625,137.08385511552166,439,229.25,157.5352568248046,464,225.85714285714283,178.5221074745166,507,low,1
256.866,0.0,7082823.429239503,29.17176570760496,554,1.4971654364791205,1.0013242772329,1855,1855,1603,115.9375,137.0661488722386,433,231.87500000000003,156.55983566310084,458,229.0,178.27787299606197,506,low,1
256.625,0.0,6938773.442189555,30.612265578104456,620,1.4535236731051302,1.1213010887927624,1841,1841,1588,115.0625,137.25570722802993,439,230.125,157.10182094061526,464,226.85714285714283,177.89924917532073,506,low,1
256.034,0.0,6729759.268673236,32.70240731326764,608,1.5036996159125473,1.1266758919665103,1854,1854,1601,115.875,137.81624239060744,439,231.75,157.49172313852833,464,228.7142857142857,178.707129391186,508,low,1
255.492,0.0,6600144.065946337,33.99855934053663,571,1.4491070469770146,0.9699181293901749,1829,1829,1560,114.3125,135.61254551109937,435,228.625,156.12901029963285,461,222.85714285714283,176.74409803576523,506,low,1
255.151,0.0,6977712.196526158,30.22287803473841,648,1.4417757771553932,0.9856935191853288,1826,1826,1572,114.125,134.9285613451306,432,228.25,155.53938408004578,458,224.57142857142856,176.6190411996558,505,low,1
254.586,0.0,6636846.4596404135,33.63153540359588,488,1.8725651105349743,1.3621422632161828,1813,1813,1560,113.3125,135.29213761338832,439,226.62500000000003,155.87901673138325,464,222.8571428571429,176.78464165138757,506,low,1
259.006,0.0,7114362.482253693,28.856375177463065,508,2.1740060053834767,1.59756782352143,1879,1879,1626,117.4375,138.80824603267152,435,234.875,157.8203657870012,460,232.28571428571428,179.3290404867677,506,low,1
255.818,0.0,6210859.640514167,37.89140359485833,104,2.1199365027135166,1.5823183123734128,1832,1832,1579,114.5,135.62595621782728,433,229.0,155.76355708022885,458,225.57142857142856,177.3704758810939,506,low,1
254.406,0.0,6564584.965955352,34.35415034044648,590,1.970137191115356,1.2566676668546048,1832,1832,1576,114.5,135.98627381712708,437,229.0,156.89486925964152,462,225.1428571428572,177.8074132045011,508,low,1
1667.621,14.000000000000002,897582.421123,91.02417578877,156,4.335619,3.564018,15596,15596,13139,779.8000000000003,1124.5310882412512,3867,1559.6,1183.886274568259,3893,1459.888888888889,1349.321537333156,3893,high,2
1651.1029999999994,12.2,419541.119336,95.80458880664,28,5.110176,4.357214,13850,13850,11527,659.5238095238095,1007.9133702381184,3847,1259.090909090909,1124.7695279074246,3872,1280.7777777777776,1254.614061950704,3873,high,2
1626.279,12.6,466055.587846,95.33944412154,60,3.809445,3.345539,19773,19773,17300,941.5714285714288,1340.6462460853936,4927,1797.5454545454547,2004.9195177680508,7005,1922.2222222222224,1535.1973633524924,4927,high,2
1690.705,11.6,757387.937829,92.42612062171,115,4.04039,3.530132,18968,18968,16584,948.4000000000004,1494.66695463008,5175,1724.3636363636365,1684.494539779056,5175,2073.0,2764.024291809731,8043,high,2
1645.432,9.2,372631.139071,96.27368860929,56,3.878972,3.29341,15832,15832,13474,753.9047619047618,1147.248704717591,4193,1439.2727272727273,1273.2658081413397,4218,1497.111111111111,1413.677336279786,4218,high,2
1617.1660000000006,13.0,763388.272199,92.36611727801,123,3.779789,3.172615,13815,13815,11180,727.1052631578948,941.090732119848,2955,1381.5,915.7647987702228,2981,1397.5,1026.1053969813654,2980,high,2
1887.838,13.2,567621.112783,94.32378887216998,77,3.638093,3.075868,19625,19625,17299,934.5238095238096,1315.5293466528074,4428,1784.090909090909,2063.3958638392896,7129,1922.111111111111,1486.3908002645576,4428,high,2
1628.4679999999994,11.6,393477.351303,96.06522648697,132,4.2593510000000006,3.646326,17448,17448,14976,872.3999999999999,1366.918794030459,5206,1586.1818181818182,1536.692735596925,5206,1872.0,2421.3141060176395,7217,high,2
1631.542,11.6,388074.899275,96.11925100725,47,4.607626,3.741614,12514,12514,10428,595.9047619047619,901.9957264179196,3433,1137.6363636363635,1003.348321643812,3459,1158.6666666666667,1120.360990931048,3458,high,2
2056.416,17.8,642173.188177,93.57826811823,118,2.709218,2.184127,16019,16019,13948,800.9499999999997,1308.7158219535588,5174,1601.9,1507.8581903555194,5199,1549.7777777777774,1669.7224153865948,5199,high,2
1625.668,17.599999999999994,1047786.056893,89.52213943107,126,4.61477,3.8117730000000014,15927,15927,13571,758.4285714285713,1142.76343008641,4162,1447.909090909091,1260.4755812426874,4188,1507.888888888889,1398.7017591720942,4187,high,2
1740.476,13.2,791222.718804,92.08777281196,32,4.579209,3.925076,20306,20306,18006,966.952380952381,1359.071980293556,4317,1846.0,2068.471706357136,6973,2000.666666666667,1525.5639121321665,4317,high,2
1748.529,11.6,713224.507686,92.86775492314,13,5.5695,4.811457,13636,13636,11710,717.6842105263157,1081.5236193358362,4002,1363.6,1195.9373079072518,4027,1463.75,1334.4268700189498,4027,high,2
1612.285,13.8,908007.48622,90.9199251378,182,3.396989,2.864935,16468,16468,14077,823.4000000000003,1311.5283731906873,5089,1497.090909090909,1486.899354666983,5089,1759.625,2327.660808469677,6942,high,2
1693.747,13.2,458348.934676,95.41651065324,77,3.898684,3.2999980000000004,19696,19696,17219,984.8,1369.8694367289936,4912,1969.6,2028.6088939084448,6957,1913.2222222222224,1563.9571427773988,4912,high,2
1726.516,11.6,442901.436591,95.57098563409,126,5.459567,4.5873870000000005,22361,22361,19905,1064.809523809524,1589.6650156258588,5258,2236.1,2279.6353241497004,7312,1990.5,1896.4274160759344,5258,high,2
1677.771,13.0,461835.126129,95.38164873871,39,5.113271,4.3499870000000005,12522,12522,10545,659.0526315789474,968.6427201493054,3590,1252.2,1056.0617406193635,3616,1318.125,1186.80043303714,3615,high,2
1630.591,13.8,579974.9071930001,94.20025092807,132,3.762005,3.204305,17324,17324,14842,911.7894736842104,1405.1837989287842,5197,1732.4,1559.2935864964263,5197,1855.25,2464.5566828249544,7256,high,2
1577.436,16.2,620534.7167560001,93.79465283244,38,3.840199,3.3250230000000003,22313,22313,19913,1115.65,1605.3466677587774,5053,2028.4545454545453,2216.653304584926,6871,2489.125,2478.256670524665,7139,high,2
1622.6170000000006,13.6,386520.254421,96.13479745579,73,3.780231,3.184316,22252,22252,19861,1112.6,1608.6862047220886,5142,2022.909090909091,2220.273427060075,6826,2482.625,2501.664813536321,7236,high,2
1701.1270000000006,11.0,671491.263615,93.28508736385,68,3.895987,3.299729,17209,17209,14738,860.4499999999997,1352.3319226237943,5222,1564.4545454545455,1522.561089982032,5222,1842.25,2412.783084797661,7227,high,2
1704.611,15.8,673803.720071,93.26196279929,143,2.877268,2.499431,20759,20759,18342,1092.578947368421,1850.320912580346,6591,1887.1818181818185,2141.6485621213305,6617,2620.285714285714,4148.895182828223,11853,high,2
1594.191,14.4,737703.721679,92.62296278321,96,3.929888,3.353647,18020,18020,15475,858.0952380952382,1214.532622236303,4461,1638.1818181818182,1284.927843747019,4465,1719.4444444444446,1994.665705770713,6297,high,2
1662.0379999999998,12.6,529400.981758,94.70599018241998,39,4.45345,3.724034,11804,11804,9858,621.2631578947369,865.0392311017051,3143,1180.4,906.9896728555768,3168,1232.25,1020.6743919025864,3168,high,2
1735.697,13.8,691185.0967649999,93.08814903235,112,3.246622,2.88603,20446,20446,18107,973.6190476190476,1412.3607356546868,4442,1858.7272727272727,2153.6393890765044,7125,2011.888888888889,1633.3955770452883,4442,high,2
1582.624,14.000000000000002,486926.013442,95.13073986558,48,4.780521,3.996724,13015,13015,10806,650.75,956.7461234501252,3543,1301.5,1029.4146394917843,3569,1200.6666666666667,1171.4993597949597,3569,high,2
1712.5839999999994,14.000000000000002,625923.8397479999,93.74076160252,137,3.54504,3.169873,19661,19661,17125,893.6818181818181,1357.604065514426,5415,1638.4166666666663,1507.9313619738275,5415,1902.7777777777767,2233.542913051917,7162,high,2
1805.378,15.2,506611.934056,94.93388065944,60,4.494225,3.806219,12074,12074,10094,603.6999999999998,872.8213237300603,3214,1207.4,927.2055028117792,3240,1121.5555555555557,1059.543310949476,3239,high,2
1645.0,12.4,318572.426865,96.81427573135,64,4.729054,4.023052,11805,11805,9810,621.3157894736843,904.9372631803808,3346,1180.5,982.2870422301892,3372,1226.25,1107.6283221369883,3371,high,2
1722.171,12.2,379379.637568,96.20620362432,14,5.310898,4.637618,13718,13718,11774,685.9,1069.598444080276,4013,1371.8,1200.1462688633692,4038,1308.2222222222224,1344.0161622705452,4039,high,2
1665.858,14.8,567237.06428,94.3276293572,97,3.725536,3.126706,19869,19869,17440,946.1428571428572,1352.1709317136756,4971,1806.272727272728,2027.939648555109,7078,1937.7777777777767,1550.7484304181785,4971,high,2
1683.9820000000002,10.0,521291.092912,94.78708907088,42,4.178877,3.663415,12078,12078,9864,603.9000000000002,861.7113877566395,3112,1207.8000000000004,904.2925780225484,3137,1096.0,1038.2574343581653,3137,high,2
1684.784,14.000000000000002,1057047.606438,89.42952393562,205,2.9488830000000004,2.606655,19215,19215,16961,873.4090909090909,1323.9987289265555,4987,1601.25,1489.088990869005,4987,1884.555555555556,2210.936063701929,6947,high,2
1689.908,16.2,357001.416655,96.42998583345,35,5.161581,4.3330660000000005,21596,21596,18943,1028.3809523809523,1496.0548277449752,5069,1963.272727272728,1748.5145175782266,5585,2104.777777777778,1738.0734864914211,5069,high,2
2115.949,19.6,711469.74762,92.8853025238,76,4.704458,3.978057,19689,19689,17509,937.5714285714288,1329.162238834243,4187,1789.909090909091,1992.1847030105143,6498,1945.4444444444448,1503.5445712641103,4212,high,2
1644.105,13.0,836577.534125,91.63422465875,149,3.707044,3.209466,17549,17549,15104,877.4499999999997,1400.1888021188238,5243,1595.3636363636365,1587.882380576551,5243,1888.0,2485.678406966022,7306,high,2
1622.7910000000006,11.4,455251.610622,95.44748389378,86,4.193178,3.53031,20221,20221,17834,919.1363636363636,1373.7590866445714,5082,1685.0833333333337,1511.6982899034354,5082,1981.555555555556,2259.833462398895,7069,high,2
1627.46,14.4,508925.299347,94.91074700653,95,3.835696,3.303268,19695,19695,17310,937.8571428571428,1326.8128084139937,4758,1790.4545454545455,2043.380990595556,7138,1923.333333333333,1507.248652346387,4758,high,2
1718.335,15.4,1117295.4795030002,88.82704520496998,157,3.909481,3.3514800000000005,15789,15789,13425,751.8571428571428,1141.2188784678551,4119,1435.3636363636365,1264.7985035354266,4145,1491.666666666667,1404.3945314618686,4144,high,2
1697.919,13.4,761080.896574,92.38919103426,127,3.844825,3.266512,15360,15360,12900,768.0,1114.3815844626442,3887,1536.0,1179.5389871565171,3912,1433.333333333333,1344.274711508031,3913,high,2
1622.0510000000006,13.6,595426.277599,94.04573722401,102,3.994622,3.572341,17420,17420,15046,871.0,1381.3244978718988,5138,1583.6363636363635,1561.9231269641457,5138,1880.75,2456.0477979294874,7223,high,2
2104.332000000001,21.8,49037.002705,99.50962997295,29,2.585669,2.202087,17676,17676,15518,841.7142857142858,1509.9479839669034,6362,1606.909090909091,1814.1889898544448,6387,1724.2222222222226,2006.9429973082056,6388,high,2
1685.868,13.6,929239.010721,90.70760989279,155,4.319391,3.630885,15612,15612,13139,743.4285714285713,1093.040876245192,3980,1419.2727272727273,1186.1407244428538,4005,1459.888888888889,1317.8596704926938,4006,high,2
1681.756,14.000000000000002,611619.185176,93.88380814824,74,3.79551,3.273776,19625,19625,17161,934.5238095238096,1314.9623423903674,4761,1784.090909090909,2005.7510042149029,7032,1906.7777777777767,1490.2375463141586,4761,high,2
1721.328,11.8,722887.838337,92.77112161663,24,5.071593,4.192156,13052,13052,10889,621.5238095238094,981.0256173539824,3765,1186.5454545454545,1117.2620429994356,3791,1209.888888888889,1248.620783549237,3791,high,2
1751.026,12.4,886380.625458,91.13619374542,135,3.556636,3.087244,17155,17155,14713,902.8947368421052,1396.4094788952625,5115,1715.5,1553.2724773486746,5115,1839.125,2449.028812611236,7171,high,2
1599.088,11.0,443276.465825,95.56723534175,71,3.778006,3.268447,22383,22383,19913,1178.0526315789473,1937.5175260478784,6793,2034.818181818181,2218.3962143035587,6819,2844.714285714286,4201.547322685049,12023,high,2
1839.737,15.0,563373.8136229999,94.36626186377,165,3.856506,3.290131,19652,19652,17334,935.8095238095236,1312.0849674867711,4510,1786.5454545454545,2057.4339534301635,7161,1926.0,1475.0989797298348,4510,high,2
1633.433,10.2,611656.3411579999,93.88343658842,36,3.960404,3.342976,19932,19932,17468,949.1428571428572,1352.7452933096563,4908,1812.0,2003.8706545084192,6951,1940.888888888889,1548.1434400956232,4908,high,2
1603.524,12.4,785990.203708,92.14009796292,75,3.842857,3.162734,19846,19846,17472,945.047619047619,1340.4801929230616,4782,1804.1818181818185,2051.996628563596,7136,1941.333333333333,1524.881306856373,4782,high,2
2054.236,23.6,89393.75201699998,99.10606247983,39,2.662737,2.1998740000000003,17111,17111,14951,814.809523809524,1406.5135839744892,5797,1555.5454545454545,1664.7343550030057,5823,1661.2222222222226,1842.2921713030328,5823,high,2
1783.6760000000006,14.4,444053.021316,95.55946978684,75,4.291285,3.642883,12836,12836,10261,611.2380952380953,870.8772533923427,3163,1166.909090909091,929.0745346359952,3188,1140.111111111111,1027.836495319713,3188,high,2
1651.1570000000006,16.400000000000002,524012.782852,94.75987217148,31,4.843539,3.952771,12317,12317,10309,586.5238095238096,916.7481998372084,3507,1119.7272727272727,1040.1834540992363,3533,1145.4444444444443,1160.4801927554722,3532,high,2
1716.358,12.4,452947.234708,95.47052765292,94,3.851079,3.247335,20181,20181,17658,961.0,1393.4045715441011,5259,1834.6363636363635,2075.6649668348346,7274,1962.0,1618.4070099947046,5259,high,2
1707.756,13.2,1143536.981898,88.56463018102,160,3.805744,3.293652,15572,15572,13180,741.5238095238096,1118.0626377376009,4077,1415.6363636363635,1234.324695752886,4102,1464.4444444444446,1371.8808358519254,4103,high,2
1587.099,13.0,841399.789119,91.58600210881,91,3.707982,3.2669080000000004,15348,15348,12816,730.8571428571429,1067.5250482173374,3874,1395.2727272727273,1154.0167321931767,3899,1424.0,1281.7310560332069,3899,high,2
1631.036,12.6,771880.363887,92.28119636113,149,3.223563,2.81,18445,18445,16063,878.3333333333333,1209.9390618263935,4235,1676.8181818181815,1879.695071982784,6611,1784.7777777777774,1349.9288664386893,4235,high,2
2016.642,20.0,354096.909315,96.45903090685,35,4.711259,3.863099,13705,13705,11064,652.6190476190478,953.8510091303816,3491,1245.9090909090908,1034.6102120649548,3517,1229.3333333333333,1145.3631520177346,3516,high,2
1678.966,14.2,1380647.169564,86.19352830435999,125,3.554522,2.919075,15173,15173,12745,758.65,1108.1719073843144,3909,1517.3,1180.0930330557276,3935,1416.111111111111,1342.3925882956562,3934,high,2
1649.61,12.4,304672.152696,96.95327847304002,57,4.909771,4.180729,12460,12460,10418,655.7894736842104,950.5260870198478,3523,1246.0,1026.5498851330444,3549,1302.25,1156.2157176384887,3549,high,2
1570.698,12.8,838496.932742,91.61503067258002,106,3.641748,3.149445,17600,17600,15197,926.3157894736844,1440.3533537384951,5181,1760.0,1606.8562820336829,5181,1899.625,2512.416874957544,7289,high,2
1757.5770000000002,9.6,971326.356987,90.28673643013,113,4.238695,3.596306,15615,15615,13204,743.5714285714282,1110.68774061068,4069,1419.5454545454547,1218.4823645532476,4095,1467.111111111111,1353.8392116906316,4094,high,2
1609.932,15.4,553710.8283470001,94.46289171653,91,3.885037,3.291742,19787,19787,17359,989.35,1379.3930501644934,4964,1978.7,2065.2246609025374,7091,1928.7777777777767,1575.0034744229754,4964,high,2
2025.057,18.0,1321720.83224,86.7827916776,271,3.357759,2.966495,19660,19660,17378,936.190476190476,1345.2393325742307,4258,1787.2727272727273,2068.56196865886,6913,1930.888888888889,1545.9965592170995,4258,high,2
1609.1270000000006,12.0,588470.969938,94.11529030062,129,3.834267,3.160768,19652,19652,17276,982.6,1369.8405362438514,4906,1965.2,2094.5005662979,7195,1919.555555555556,1562.9170732248651,4906,high,2
1609.612,14.000000000000002,480734.298733,95.19265701267,55,3.866973,3.2345080000000004,18498,18498,15954,924.9,1289.8528639059248,4689,1849.8,1824.1746870540903,6268,1772.6666666666663,1485.3778980448044,4689,high,2
1755.739,15.0,687319.599534,93.12680400466,92,4.195998,3.718919,17810,17810,15467,890.5,1423.9090930474313,5155,1619.090909090909,1616.8069429926045,5155,1933.375,2492.3665138349365,7213,high,2
1610.944,13.0,459498.357534,95.40501642466,72,3.933804,3.439096,19665,19665,17205,936.4285714285712,1331.432633347575,4863,1787.7272727272727,1980.938620498328,6903,1911.666666666667,1522.7828144551672,4863,high,2
1606.0510000000006,15.6,829240.583212,91.70759416788,125,3.74525,3.2296240000000003,17547,17547,15171,877.35,1407.5641997137436,5236,1595.1818181818182,1600.244907392729,5236,1896.375,2502.450281367101,7326,high,2
1618.2720000000006,11.6,462201.972565,95.37798027435,63,4.666046,4.026783999999998,15158,15158,12608,721.809523809524,1021.423546774188,3573,1377.9999999999998,1078.3539307667031,3599,1400.888888888889,1197.715162762462,3599,high,2
1821.274,16.400000000000002,589066.8946359999,94.10933105364,36,4.450716000000001,3.87877,18154,18154,15753,907.6999999999996,1444.970919394137,5248,1650.3636363636365,1636.5154611385294,5248,1969.125,2513.300529895187,7291,high,2
1773.155,10.2,408737.179066,95.91262820934,114,5.941903,4.999917,16284,16284,13660,814.2,1231.0067168143746,4634,1628.4,1346.2324547500043,4660,1517.7777777777774,1518.2591822361703,4660,high,2
1671.434,13.6,925381.461032,90.74618538968,103,4.483496,3.565239,15753,15753,13325,750.1428571428571,1107.9678373361876,3942,1432.090909090909,1205.6440979447834,3967,1480.5555555555554,1339.040618419687,3967,high,2
1706.0410000000006,12.4,774023.627881,92.25976372119,150,3.633321,3.153327,17130,17130,14712,856.5000000000001,1352.2120084474452,5152,1557.2727272727273,1526.06560087757,5152,1839.0,2429.9385059826395,7231,high,2
1793.509,11.6,811087.003147,91.88912996853,133,4.001556,3.468152,15561,15561,13161,741.0,1109.5939797962135,4039,1414.6363636363635,1219.6688298654906,4065,1462.333333333333,1355.2523750209775,4065,high,2
1734.391,12.4,550249.781948,94.49750218052,53,4.094029,3.4152440000000004,19871,19871,17518,946.2380952380952,1329.8059221090084,4535,1806.4545454545453,2027.1119043425483,6971,1946.4444444444448,1498.6634137716776,4535,high,2
1656.1470000000006,12.6,396750.855571,96.03249144429,36,5.898184,5.032719,14091,14091,12071,704.5500000000003,1102.0996934082357,4135,1409.1,1238.482265606667,4160,1341.2222222222224,1387.2231956121716,4161,high,2
1595.439,13.4,851834.807583,91.48165192417,87,3.974207,3.362885,17339,17339,14855,866.9499999999997,1382.720030078015,5428,1576.2727272727273,1567.5582981764403,5428,1856.875,2433.94978452133,7302,high,2
1638.43,8.799999999999997,428223.336888,95.71776663112,97,3.921528,3.352205,19658,19658,17219,982.9,1356.5480533518269,4768,1965.8,2024.602117289552,6922,1913.2222222222224,1537.9239885132308,4768,high,2
1633.1229999999994,10.8,895259.4348340002,91.04740565166,179,3.9802,3.3834730000000004,15432,15432,13043,734.8571428571428,1098.3235992053656,4009,1402.909090909091,1205.9318765623084,4035,1449.2222222222226,1340.2133951145406,4034,high,2
1635.634,13.0,880580.4175,91.194195825,94,3.777528,3.318047,17128,17128,14672,901.4736842105262,1390.7120226073264,5168,1712.8,1544.4045814200083,5168,1834.0,2431.283200287453,7165,high,2
1628.965,9.2,895647.740585,91.04352259415,168,4.066443,3.526238,15633,15633,13256,744.4285714285713,1118.9172700172508,4106,1421.1818181818182,1232.6349677160565,4132,1472.888888888889,1369.4251024101725,4131,high,2
1608.172,12.4,553529.2378189999,94.46470762181,50,3.906832,3.317839,19789,19789,17329,942.3333333333336,1339.0037092306104,4883,1798.9999999999998,1998.016366299336,6964,1925.4444444444448,1529.5107151562486,4883,high,2
1613.854,16.0,1005504.844867,89.94495155133,112,3.485583,3.037348,18765,18765,16379,852.9545454545455,1299.7811345897808,5139,1563.7500000000002,1447.430332755887,5139,1819.888888888889,2074.334679146813,6602,high,2
1792.823,15.0,706443.845147,92.93556154853,93,3.700549,3.090778,19541,19541,17196,977.0500000000004,1337.2758434888997,4492,1954.1,2059.7569678645746,7007,1910.666666666667,1502.3039805578628,4492,high,2
1697.563,10.0,528628.912358,94.71371087642,174,5.806265,5.040426999999998,14679,14679,12694,772.5789473684214,1170.3736495376866,4322,1467.9,1296.7828097085326,4347,1586.75,1442.5591099550436,4347,high,2
1676.529,12.2,444639.3710229999,95.55360628977,44,4.59764,3.999978,12342,12342,10309,587.7142857142858,890.1502762375093,3381,1122.0,990.6957151416372,3406,1145.4444444444443,1106.467138137314,3407,high,2
1672.151,12.8,459898.27790200006,95.40101722098,27,4.996006,4.034162,20230,20230,17651,963.3333333333336,1391.098390960659,4753,1839.090909090909,1657.8638336453,5361,1961.2222222222224,1613.0281133459653,4753,high,2
1778.815,19.0,916706.210937,90.83293789063,172,3.699376,3.253326,17016,17016,14614,850.8000000000003,1339.5776082112798,5029,1546.909090909091,1510.2502742622137,5029,1826.75,2404.7844423743504,7118,high,2
1575.2720000000006,12.8,437113.579915,95.62886420085,73,2.046118,1.720331,16054,16054,13669,802.7,1187.0425922389952,4220,1605.4,1276.0248343107503,4246,1518.777777777778,1444.255671425404,4245,high,2
1596.069,13.2,217586.193752,97.82413806248002,80,3.769094,3.168194,15821,15821,13365,791.05,1176.528053437875,4473,1438.2727272727273,1296.3543567180309,4498,1670.625,1420.7361208190634,4499,high,2
1694.3010000000006,10.8,472624.48726,95.2737551274,72,3.916957,3.3647620000000003,19620,19620,17199,934.2857142857144,1326.5546782118386,4832,1783.6363636363635,1971.1084329750747,6863,1911.0,1514.4191130595254,4832,high,2
1577.74,13.8,821489.709735,91.78510290265,65,3.914269,3.227207,17409,17409,14930,870.45,1389.3621965340412,5418,1582.6363636363635,1575.739145463314,5418,1866.25,2459.825008293999,7358,high,2
1721.335,11.2,822678.368273,91.77321631727,135,3.786268,3.231676,15136,15136,12664,720.7619047619047,1057.3252529265492,3856,1376.0000000000002,1146.2663739288523,3881,1407.111111111111,1274.488372293412,3881,high,2
1654.509,12.8,580373.677659,94.19626322341,39,4.729577,3.955409,12919,12919,10633,645.9499999999998,942.950881960176,3460,1291.9,1007.9686337712432,3485,1181.4444444444443,1150.7082722296636,3486,high,2
2158.564,26.6,376119.698007,96.23880301993,111,4.956651,4.178896,16493,16493,14314,785.3809523809523,1294.3354076973433,5148,1499.3636363636365,1500.4425528974623,5174,1590.4444444444446,1661.7109489251666,5174,high,2
1742.701,16.2,675737.746286,93.24262253714,132,3.887893,3.265894,17341,17341,14993,867.0499999999997,1380.0294991126284,5071,1576.4545454545455,1563.477749354711,5071,1874.125,2448.5978166814457,7151,high,2
1778.565,13.4,561053.856375,94.38946143625,92,3.836026,3.295203,19681,19681,17349,937.190476190476,1317.3817828954377,4467,1789.1818181818185,2058.425748876156,7122,1927.666666666667,1485.5636135824004,4467,high,2
